,city_mpg,class,combination_mpg,cylinders,displacement,drive,fuel_type,highway_mpg,make,model,transmission,year
0,18,midsize car,21,4.0,2.2,fwd,gas,26,toyota,Camry,a,1993
1,19,midsize car,22,4.0,2.2,fwd,gas,27,toyota,Camry,m,1993
2,16,midsize car,19,6.0,3.0,fwd,gas,22,toyota,Camry,a,1993
3,16,midsize car,18,6.0,3.0,fwd,gas,22,toyota,Camry,m,1993
4,18,midsize-large station wagon,21,4.0,2.2,fwd,gas,26,toyota,Camry,a,1993
5,23,compact car,24,4.0,1.6,fwd,gas,26,toyota,Corolla,a,1993
6,23,compact car,26,4.0,1.6,fwd,gas,31,toyota,Corolla,m,1993
7,23,compact car,25,4.0,1.8,fwd,gas,30,toyota,Corolla,a,1993
8,23,compact car,26,4.0,1.8,fwd,gas,30,toyota,Corolla,m,1993
9,23,small station wagon,25,4.0,1.8,fwd,gas,30,toyota,Corolla,a,1993
10,21,special purpose vehicle,23,4.0,2.0,fwd,gas,26,toyota,RAV4,a,1996
11,21,special purpose vehicle,24,4.0,2.0,fwd,gas,27,toyota,RAV4,m,1996
12,19,special purpose vehicle,21,4.0,2.0,awd,gas,24,toyota,RAV4,a,1996
13,19,special purpose vehicle,21,4.0,2.0,awd,gas,24,toyota,RAV4,m,1996
14,21,special purpose vehicle,23,4.0,2.0,fwd,gas,26,toyota,RAV4,a,1997
15,19,sport utility vehicle,22,4.0,2.4,fwd,gas,25,toyota,Highlander,a,2001
16,17,sport utility vehicle,18,6.0,3.0,fwd,gas,21,toyota,Highlander,a,2001
17,17,sport utility vehicle,19,4.0,2.4,awd,gas,22,toyota,Highlander,a,2001
18,16,sport utility vehicle,18,6.0,3.0,awd,gas,21,toyota,Highlander,a,2001
19,19,sport utility vehicle,22,4.0,2.4,fwd,gas,25,toyota,Highlander,a,2002
20,42,compact car,41,4.0,1.5,fwd,gas,41,toyota,Prius,a,2001
21,42,compact car,41,4.0,1.5,fwd,gas,41,toyota,Prius,a,2002
22,42,compact car,41,4.0,1.5,fwd,gas,41,toyota,Prius,a,2003
23,48,midsize car,46,4.0,1.5,fwd,gas,45,toyota,Prius,a,2004
24,48,midsize car,46,4.0,1.5,fwd,gas,45,toyota,Prius,a,2005
25,19,small pickup truck,21,4.0,2.4,rwd,gas,23,toyota,Tacoma,a,1995
26,19,small pickup truck,22,4.0,2.4,rwd,gas,26,toyota,Tacoma,m,1995
27,17,small pickup truck,18,6.0,3.4,rwd,gas,20,toyota,Tacoma,a,1995
28,17,small pickup truck,19,6.0,3.4,rwd,gas,21,toyota,Tacoma,m,1995
29,16,standard pickup truck,18,4.0,2.7,awd,gas,19,toyota,Tacoma,a,1995
30,15,standard pickup truck,16,6.0,3.4,rwd,gas,18,toyota,Tundra,a,2000
31,15,standard pickup truck,16,6.0,3.4,rwd,gas,18,toyota,Tundra,m,2000
32,14,standard pickup truck,15,8.0,4.7,rwd,gas,17,toyota,Tundra,a,2000
33,14,standard pickup truck,15,6.0,3.4,awd,gas,16,toyota,Tundra,a,2000
34,14,standard pickup truck,15,6.0,3.4,awd,gas,16,toyota,Tundra,m,2000
35,29,subcompact car,31,4.0,1.5,fwd,gas,35,toyota,Yaris,a,2007
36,29,subcompact car,32,4.0,1.5,fwd,gas,36,toyota,Yaris,m,2007
37,29,subcompact car,31,4.0,1.5,fwd,gas,35,toyota,Yaris,a,2008
38,29,subcompact car,32,4.0,1.5,fwd,gas,36,toyota,Yaris,m,2008
39,29,subcompact car,32,4.0,1.5,fwd,gas,36,toyota,Yaris,m,2009
40,18,large car,21,6.0,3.0,fwd,gas,26,toyota,Avalon,a,1995
41,18,large car,21,6.0,3.0,fwd,gas,26,toyota,Avalon,a,1996
42,18,large car,22,6.0,3.0,fwd,gas,28,toyota,Avalon,a,1997
43,19,large car,22,6.0,3.0,fwd,gas,27,toyota,Avalon,a,1998
44,19,large car,22,6.0,3.0,fwd,gas,27,toyota,Avalon,a,1999
45,15,special purpose vehicle,17,6.0,3.0,rwd,gas,19,toyota,4Runner,a,1993
46,16,special purpose vehicle,17,4.0,2.4,awd,gas,18,toyota,4Runner,a,1993
47,17,special purpose vehicle,18,4.0,2.4,awd,gas,20,toyota,4Runner,m,1993
48,12,special purpose vehicle,13,6.0,3.0,awd,gas,15,toyota,4Runner,a,1993
49,13,special purpose vehicle,14,6.0,3.0,awd,gas,17,toyota,4Runner,m,1993
50,17,minicompact car,19,6.0,3.0,rwd,gas,22,toyota,Supra,a,1994
51,16,minicompact car,18,6.0,3.0,rwd,gas,22,toyota,Supra,a,1994
52,16,minicompact car,18,6.0,3.0,rwd,gas,22,toyota,Supra,m,1994
53,15,minicompact car,18,6.0,3.0,rwd,gas,22,toyota,Supra,m,1994
54,16,minicompact car,18,6.0,3.0,rwd,gas,22,toyota,Supra,a,1995
55,16,special purpose vehicle,19,6.0,3.0,fwd,gas,23,toyota,Sienna,a,1998
56,16,minivan,19,6.0,3.0,fwd,gas,22,toyota,Sienna,a,1999
57,16,minivan,19,6.0,3.0,fwd,gas,22,toyota,Sienna,a,2000
58,17,minivan,19,6.0,3.0,fwd,gas,23,toyota,Sienna,a,2001
59,17,minivan,19,6.0,3.0,fwd,gas,23,toyota,Sienna,a,2002
60,11,special purpose vehicle,12,6.0,4.5,awd,gas,14,toyota,Land Cruiser,a,1993
61,10,special purpose vehicle,11,6.0,4.2,awd,gas,12,toyota,Land Cruiser,m,1985
62,11,special purpose vehicle,12,6.0,4.5,awd,gas,14,toyota,Land Cruiser,a,1994
63,12,special purpose vehicle,13,6.0,4.5,awd,gas,14,toyota,Land Cruiser,a,1995
64,12,special purpose vehicle,13,6.0,4.5,awd,gas,14,toyota,Land Cruiser,a,1996
65,27,compact car,29,4.0,2.0,fwd,gas,31,toyota,C-HR,a,2018
66,27,compact car,29,4.0,2.0,fwd,gas,31,toyota,C-HR,a,2019
67,27,compact car,29,4.0,2.0,fwd,gas,31,toyota,C-HR,a,2020
68,27,compact car,29,4.0,2.0,fwd,gas,31,toyota,C-HR,a,2021
69,27,compact car,29,4.0,2.0,fwd,gas,31,toyota,C-HR,a,2022
70,55,midsize car,54,4.0,1.8,fwd,gas,53,toyota,Prius Prime,a,2017
71,55,midsize car,54,4.0,1.8,fwd,gas,53,toyota,Prius Prime,a,2018
72,55,midsize car,54,4.0,1.8,fwd,gas,53,toyota,Prius Prime,a,2019
73,55,midsize car,54,4.0,1.8,fwd,gas,53,toyota,Prius Prime,a,2020
74,55,midsize car,54,4.0,1.8,fwd,gas,53,toyota,Prius Prime,a,2021
75,40,small sport utility vehicle,38,4.0,2.5,awd,gas,36,toyota,RAV4 Prime,a,2021
76,40,small sport utility vehicle,38,4.0,2.5,awd,gas,36,toyota,RAV4 Prime,a,2022
77,88,large car,89,,,rwd,electricity,90,tesla,Model S,a,2012
78,94,large car,95,,,rwd,electricity,97,tesla,Model S,a,2013
79,88,large car,89,,,rwd,electricity,90,tesla,Model S,a,2013
80,93,large car,94,,,rwd,electricity,96,tesla,Model S,a,2013
81,88,large car,89,,,rwd,electricity,90,tesla,Model S,a,2014
82,131,midsize car,126,,,rwd,electricity,120,tesla,Model 3,a,2017
83,136,midsize car,130,,,rwd,electricity,123,tesla,Model 3,a,2018
84,120,midsize car,116,,,awd,electricity,112,tesla,Model 3,a,2018
85,120,midsize car,116,,,awd,electricity,112,tesla,Model 3,a,2018
86,128,midsize car,123,,,rwd,electricity,117,tesla,Model 3,a,2018
87,90,standard sport utility vehicle,92,,,awd,electricity,94,tesla,Model X,a,2016
88,89,standard sport utility vehicle,89,,,awd,electricity,90,tesla,Model X,a,2016
89,91,standard sport utility vehicle,93,,,awd,electricity,95,tesla,Model X,a,2016
90,91,standard sport utility vehicle,93,,,awd,electricity,94,tesla,Model X,a,2016
91,81,standard sport utility vehicle,86,,,awd,electricity,92,tesla,Model X,a,2016
92,129,small sport utility vehicle,121,,,awd,electricity,112,tesla,Model Y,a,2020
93,116,small sport utility vehicle,111,,,awd,electricity,106,tesla,Model Y,a,2020
94,127,small sport utility vehicle,121,,,awd,electricity,114,tesla,Model Y,a,2020
95,131,small sport utility vehicle,125,,,awd,electricity,117,tesla,Model Y,a,2021
96,115,small sport utility vehicle,111,,,awd,electricity,106,tesla,Model Y,a,2021
97,18,two seater,22,8.0,5.0,rwd,gas,30,panoz auto-development,Roadster,m,1995
98,20,two seater,23,4.0,1.9,rwd,gas,29,bmw,Roadster,a,1996
99,20,two seater,23,4.0,1.9,rwd,gas,29,bmw,Roadster,m,1996
100,20,two seater,23,4.0,1.9,rwd,gas,29,bmw,Roadster,a,1997
101,20,two seater,23,4.0,1.9,rwd,gas,29,bmw,Roadster,m,1997
102,131,midsize car,126,,,rwd,electricity,120,tesla,Model 3 Long Range,a,2017
103,136,midsize car,130,,,rwd,electricity,123,tesla,Model 3 Long Range,a,2018
104,120,midsize car,116,,,awd,electricity,112,tesla,Model 3 Long Range,a,2018
105,120,midsize car,116,,,awd,electricity,112,tesla,Model 3 Long Range,a,2018
106,136,midsize car,130,,,rwd,electricity,123,tesla,Model 3 Long Range,a,2019
107,118,midsize car,113,,,awd,electricity,107,tesla,Model 3 Performance,a,2021
108,118,midsize car,113,,,awd,electricity,107,tesla,Model 3 Performance,a,2022
109,118,midsize car,113,,,awd,electricity,107,tesla,Model 3 Performance,a,2023
110,102,large car,101,,,awd,electricity,99,tesla,Model S Plaid,a,2021
111,119,large car,116,,,awd,electricity,112,tesla,Model S Plaid,a,2022
112,102,large car,101,,,awd,electricity,99,tesla,Model S Plaid,a,2022
113,99,standard sport utility vehicle,96,,,awd,electricity,93,tesla,Model X Long Range,a,2019
114,99,standard sport utility vehicle,96,,,awd,electricity,93,tesla,Model X Long Range,a,2020
115,109,standard sport utility vehicle,105,,,awd,electricity,101,tesla,Model X Long Range,a,2021
116,108,standard sport utility vehicle,105,,,awd,electricity,101,tesla,Model X Long Range,a,2020
117,14,standard pickup truck,15,6.0,3.9,rwd,gas,17,dodge,Ram 1500,a,1994
118,15,standard pickup truck,17,6.0,3.9,rwd,gas,19,dodge,Ram 1500,m,1994
119,12,standard pickup truck,13,8.0,5.2,rwd,gas,16,dodge,Ram 1500,a,1994
120,12,standard pickup truck,14,8.0,5.2,rwd,gas,17,dodge,Ram 1500,m,1994
121,11,standard pickup truck,12,8.0,5.9,rwd,gas,15,dodge,Ram 1500,a,1994
122,19,compact car,21,4.0,2.4,fwd,gas,26,nissan,Altima,a,1994
123,21,compact car,24,4.0,2.4,fwd,gas,28,nissan,Altima,m,1994
124,18,compact car,21,4.0,2.4,fwd,gas,26,nissan,Altima,a,1995
125,21,compact car,24,4.0,2.4,fwd,gas,28,nissan,Altima,m,1995
126,18,compact car,21,4.0,2.4,fwd,gas,26,nissan,Altima,a,1996
127,22,sport utility vehicle,24,4.0,2.5,fwd,gas,27,nissan,Rogue,a,2008
128,21,sport utility vehicle,23,4.0,2.5,awd,gas,26,nissan,Rogue,a,2008
129,22,sport utility vehicle,24,4.0,2.5,fwd,gas,27,nissan,Rogue,a,2009
130,21,sport utility vehicle,23,4.0,2.5,awd,gas,26,nissan,Rogue,a,2009
131,22,sport utility vehicle,24,4.0,2.5,fwd,gas,27,nissan,Rogue,a,2010
132,106,midsize car,99,,,fwd,electricity,92,nissan,Leaf,a,2011
133,106,midsize car,99,,,fwd,electricity,92,nissan,Leaf,a,2012
134,129,midsize car,115,,,fwd,electricity,102,nissan,Leaf,a,2013
135,126,midsize car,114,,,fwd,electricity,101,nissan,Leaf,a,2014
136,126,midsize car,114,,,fwd,electricity,101,nissan,Leaf,a,2015
137,23,subcompact car,26,4.0,1.6,fwd,gas,32,nissan,Sentra,a,1994
138,25,subcompact car,28,4.0,1.6,fwd,gas,34,nissan,Sentra,m,1994
139,21,subcompact car,23,4.0,2.0,fwd,gas,27,nissan,Sentra,a,1994
140,21,subcompact car,23,4.0,2.0,fwd,gas,28,nissan,Sentra,m,1994
141,23,subcompact car,26,4.0,1.6,fwd,gas,31,nissan,Sentra,a,1995
142,15,special purpose vehicle,16,6.0,3.0,rwd,gas,19,nissan,Pathfinder,a,1993
143,14,special purpose vehicle,15,6.0,3.0,rwd,gas,17,nissan,Pathfinder,m,1993
144,14,special purpose vehicle,15,6.0,3.0,awd,gas,17,nissan,Pathfinder,a,1993
145,14,special purpose vehicle,15,6.0,3.0,awd,gas,17,nissan,Pathfinder,m,1993
146,14,special purpose vehicle,15,6.0,3.0,rwd,gas,17,nissan,Pathfinder,a,1994
147,18,sport utility vehicle,20,6.0,3.5,fwd,gas,23,nissan,Murano,a,2003
148,18,sport utility vehicle,20,6.0,3.5,awd,gas,23,nissan,Murano,a,2003
149,18,sport utility vehicle,20,6.0,3.5,fwd,gas,23,nissan,Murano,a,2004
150,18,sport utility vehicle,20,6.0,3.5,awd,gas,23,nissan,Murano,a,2004
151,18,sport utility vehicle,20,6.0,3.5,fwd,gas,23,nissan,Murano,a,2005
152,17,midsize car,19,6.0,3.0,fwd,gas,23,nissan,Maxima,a,1993
153,17,midsize car,19,6.0,3.0,fwd,gas,24,nissan,Maxima,a,1993
154,18,midsize car,20,6.0,3.0,fwd,gas,24,nissan,Maxima,m,1993
155,17,midsize car,19,6.0,3.0,fwd,gas,24,nissan,Maxima,a,1994
156,17,midsize car,19,6.0,3.0,fwd,gas,23,nissan,Maxima,a,1994
157,17,standard pickup truck,19,4.0,2.4,rwd,gas,22,nissan,Frontier,a,1998
158,20,standard pickup truck,22,4.0,2.4,rwd,gas,24,nissan,Frontier,m,1998
159,16,standard pickup truck,17,4.0,2.4,awd,gas,19,nissan,Frontier,m,1998
160,17,standard pickup truck,19,4.0,2.4,rwd,gas,22,nissan,Frontier,a,1999
161,20,standard pickup truck,21,4.0,2.4,rwd,gas,24,nissan,Frontier,m,1999
162,24,small station wagon,27,4.0,1.6,fwd,gas,30,nissan,Juke,m,2011
163,27,small station wagon,29,4.0,1.6,fwd,gas,32,nissan,Juke,a,2011
164,25,small station wagon,27,4.0,1.6,awd,gas,29,nissan,Juke,a,2011
165,27,small station wagon,29,4.0,1.6,fwd,gas,32,nissan,Juke,a,2012
166,25,small station wagon,27,4.0,1.6,awd,gas,29,nissan,Juke,a,2012
167,17,sport utility vehicle,19,4.0,2.4,rwd,gas,22,nissan,Xterra,m,2000
168,14,sport utility vehicle,16,6.0,3.3,rwd,gas,18,nissan,Xterra,a,2000
169,15,sport utility vehicle,16,6.0,3.3,rwd,gas,18,nissan,Xterra,m,2000
170,14,sport utility vehicle,15,6.0,3.3,awd,gas,17,nissan,Xterra,a,2000
171,15,sport utility vehicle,15,6.0,3.3,awd,gas,17,nissan,Xterra,m,2000
172,26,midsize car,28,4.0,1.8,fwd,gas,33,nissan,Versa,a,2007
173,24,midsize car,27,4.0,1.8,fwd,gas,32,nissan,Versa,a,2007
174,26,midsize car,28,4.0,1.8,fwd,gas,31,nissan,Versa,m,2007
175,27,midsize car,29,4.0,1.8,fwd,gas,33,nissan,Versa,a,2008
176,24,midsize car,27,4.0,1.8,fwd,gas,32,nissan,Versa,a,2008
177,12,sport utility vehicle,14,8.0,5.6,rwd,gas,18,nissan,Armada,a,2004
178,12,sport utility vehicle,14,8.0,5.6,awd,gas,17,nissan,Armada,a,2004
179,12,sport utility vehicle,14,8.0,5.6,rwd,gas,18,nissan,Armada,a,2005
180,12,sport utility vehicle,14,8.0,5.6,awd,gas,17,nissan,Armada,a,2005
181,12,sport utility vehicle,14,8.0,5.6,rwd,gas,17,nissan,Armada,a,2006
182,109,small station wagon,101,,,fwd,electricity,94,nissan,Ariya,a,2023
183,105,small station wagon,98,,,fwd,electricity,91,nissan,Ariya,a,2023
184,111,small station wagon,103,,,fwd,electricity,95,nissan,Ariya,a,2023
185,26,subcompact car,27,4.0,1.5,fwd,gas,29,mazda,GLC,m,1985
186,24,subcompact car,26,4.0,1.5,fwd,gas,28,mazda,GLC,a,1985
187,26,subcompact car,27,4.0,1.5,fwd,gas,29,mazda,GLC,m,1985
188,27,subcompact car,30,4.0,1.5,fwd,gas,35,mazda,GLC,m,1985
189,19,small station wagon,20,4.0,1.5,rwd,gas,21,mazda,GLC,a,1986
190,16,special purpose vehicle,17,4.0,2.5,awd,gas,19,jeep,GLE,m,1993
191,14,special purpose vehicle,14,6.0,4.0,awd,gas,15,jeep,GLE,a,1993
192,15,special purpose vehicle,16,6.0,4.0,awd,gas,18,jeep,GLE,m,1993
193,15,special purpose vehicle,16,6.0,4.2,awd,gas,17,american motors corporation,GLE,a,1985
194,15,special purpose vehicle,17,6.0,4.2,awd,gas,20,american motors corporation,GLE,m,1985
195,14,compact car,16,8.0,5.0,rwd,gas,20,mercedes-benz,CLS,a,2006
196,13,compact car,15,8.0,5.4,rwd,gas,19,mercedes-benz,CLS,a,2006
197,14,compact car,16,8.0,5.5,rwd,gas,20,mercedes-benz,CLS,a,2007
198,12,compact car,14,8.0,6.2,rwd,gas,18,mercedes-benz,CLS,a,2007
199,14,compact car,16,8.0,5.5,rwd,gas,21,mercedes-benz,CLS,a,2008
200,17,standard sport utility vehicle,19,6.0,3.0,4wd,gas,22,mercedes-benz,GLS,a,2017
201,13,standard sport utility vehicle,14,8.0,5.5,4wd,gas,17,mercedes-benz,GLS,a,2017
202,14,standard sport utility vehicle,16,8.0,4.7,4wd,gas,18,mercedes-benz,GLS,a,2017
203,17,standard sport utility vehicle,19,6.0,3.0,4wd,gas,22,mercedes-benz,GLS,a,2018
204,14,standard sport utility vehicle,16,8.0,4.7,4wd,gas,19,mercedes-benz,GLS,a,2018
205,23,midsize station wagon,25,4.0,2.0,4wd,gas,29,mercedes-benz,GLA,a,2015
206,24,small sport utility vehicle,27,4.0,2.0,4wd,gas,31,mercedes-benz,GLA,a,2015
207,24,small sport utility vehicle,27,4.0,2.0,4wd,gas,31,mercedes-benz,GLA,a,2015
208,25,small sport utility vehicle,28,4.0,2.0,fwd,gas,34,mercedes-benz,GLA,a,2015
209,24,small sport utility vehicle,27,4.0,2.0,4wd,gas,31,mercedes-benz,GLA,a,2016
210,23,small sport utility vehicle,26,4.0,2.0,fwd,gas,30,mercedes-benz,GLB,a,2020
211,23,small sport utility vehicle,26,4.0,2.0,4wd,gas,31,mercedes-benz,GLB,a,2020
212,23,special purpose vehicle,26,4.0,2.0,fwd,gas,31,mercedes-benz,GLB,a,2021
213,23,small sport utility vehicle,26,4.0,2.0,4wd,gas,30,mercedes-benz,GLB,a,2021
214,21,midsize station wagon,23,4.0,2.0,4wd,gas,26,mercedes-benz,GLB,a,2021
215,13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,AMG GT,a,2013
216,13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,AMG GT,a,2013
217,13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,AMG GT,a,2014
218,13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,AMG GT,a,2014
219,13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,AMG GT,a,2015
220,16,subcompact car,19,6.0,2.8,fwd,gas,23,volkswagen,SLC,a,1994
221,16,subcompact car,19,6.0,2.8,fwd,gas,22,volkswagen,SLC,m,1994
222,16,subcompact car,19,6.0,2.8,fwd,gas,23,volkswagen,SLC,a,1993
223,25,two seater,27,4.0,2.0,rwd,gas,32,mercedes-benz,SLC,a,2017
224,20,two seater,23,6.0,3.0,rwd,gas,29,mercedes-benz,SLC,a,2017
225,97,large car,97,,,rwd,electricity,97,mercedes-benz,EQS,a,2022
226,92,large car,95,,,awd,electricity,99,mercedes-benz,EQS,a,2022
227,101,large car,103,,,awd,electricity,105,mercedes-benz,EQS,a,2023
228,79,standard sport utility vehicle,78,,,awd,electricity,77,mercedes-benz,EQS,a,2023
229,87,standard sport utility vehicle,85,,,rwd,electricity,83,mercedes-benz,EQS,a,2023
230,18,subcompact car,20,6.0,2.7,rwd,gas,25,bmw,3 Series,a,1986
231,19,subcompact car,21,6.0,2.7,rwd,gas,26,bmw,3 Series,m,1986
232,21,subcompact car,23,4.0,1.8,,gas,24,bmw,3 Series,a,1984
233,21,subcompact car,24,4.0,1.8,,gas,27,bmw,3 Series,m,1984
234,18,subcompact car,20,6.0,2.7,,gas,25,bmw,3 Series,a,1984
235,12,sport utility vehicle,14,8.0,4.4,rwd,gas,16,bmw,X5,a,2000
236,14,sport utility vehicle,16,6.0,3.0,awd,gas,19,bmw,X5,m,2001
237,14,sport utility vehicle,16,6.0,3.0,awd,gas,19,bmw,X5,m,2001
238,14,sport utility vehicle,16,6.0,3.0,awd,gas,19,bmw,X5,a,2001
239,14,sport utility vehicle,16,6.0,3.0,awd,gas,19,bmw,X5,a,2001
240,18,midsize car,21,6.0,3.0,fwd,gas,26,infiniti,i3,a,1996
241,19,midsize car,21,6.0,3.0,fwd,gas,24,infiniti,i3,m,1996
242,18,midsize car,21,6.0,3.0,fwd,gas,26,infiniti,i3,a,1997
243,19,midsize car,21,6.0,3.0,fwd,gas,24,infiniti,i3,m,1997
244,18,midsize car,21,6.0,3.0,fwd,gas,25,infiniti,i3,a,1998
245,21,compact car,23,6.0,2.4,rwd,diesel,26,bmw,5 Series,a,1986
246,16,compact car,18,6.0,2.7,rwd,gas,22,bmw,5 Series,a,1986
247,18,compact car,20,6.0,2.7,rwd,gas,22,bmw,5 Series,m,1986
248,15,compact car,16,6.0,3.4,rwd,gas,20,bmw,5 Series,a,1986
249,14,compact car,17,6.0,3.4,rwd,gas,20,bmw,5 Series,m,1986
250,15,sport utility vehicle,17,6.0,3.5,rwd,gas,22,infiniti,X3,a,2003
251,15,sport utility vehicle,17,6.0,3.5,awd,gas,20,infiniti,X3,a,2003
252,15,sport utility vehicle,17,6.0,3.5,rwd,gas,22,infiniti,X3,a,2004
253,15,sport utility vehicle,18,6.0,2.5,awd,gas,22,bmw,X3,m,2004
254,15,sport utility vehicle,17,6.0,2.5,awd,gas,22,bmw,X3,a,2004
255,20,two seater,22,4.0,1.5,rwd,gas,26,bertone,X1,m,1986
256,20,two seater,22,4.0,1.5,rwd,gas,26,bertone,X1,m,1985
257,20,two seater,22,4.0,1.5,,gas,26,bertone,X1,m,1984
258,20,two seater,22,4.0,1.5,,gas,26,bertone,X1,m,1984
259,20,two seater,22,4.0,1.5,rwd,gas,26,bertone,X1,m,1987
260,18,two seater,21,6.0,2.5,rwd,gas,26,bmw,Z4,a,2003
261,18,two seater,21,6.0,2.5,rwd,gas,26,bmw,Z4,m,2003
262,18,two seater,20,6.0,3.0,rwd,gas,25,bmw,Z4,a,2003
263,18,two seater,21,6.0,3.0,rwd,gas,27,bmw,Z4,m,2003
264,18,two seater,21,6.0,3.0,rwd,gas,27,bmw,Z4,a,2003
265,14,compact car,15,6.0,3.4,rwd,gas,17,bmw,7 Series,a,1986
266,14,compact car,16,6.0,3.4,rwd,gas,19,bmw,7 Series,m,1986
267,14,compact car,16,6.0,3.4,rwd,gas,20,bmw,7 Series,a,1985
268,14,compact car,16,6.0,3.4,rwd,gas,19,bmw,7 Series,m,1985
269,15,compact car,18,6.0,3.2,,gas,22,bmw,7 Series,a,1984
270,28,subcompact car,28,3.0,1.5,awd,gas,29,bmw,i8,a,2014
271,28,subcompact car,28,3.0,1.5,awd,gas,29,bmw,i8,a,2015
272,28,subcompact car,28,3.0,1.5,awd,gas,29,bmw,i8,a,2016
273,28,subcompact car,28,3.0,1.5,awd,gas,29,bmw,i8,a,2017
274,26,subcompact car,27,3.0,1.5,awd,gas,29,bmw,i8,a,2019
275,15,subcompact car,16,6.0,3.4,rwd,gas,20,bmw,6 Series,a,1986
276,14,subcompact car,17,6.0,3.4,rwd,gas,20,bmw,6 Series,m,1986
277,15,subcompact car,18,6.0,3.2,,gas,22,bmw,6 Series,a,1984
278,15,subcompact car,18,6.0,3.2,,gas,22,bmw,6 Series,a,1984
279,15,subcompact car,16,6.0,3.4,rwd,gas,20,bmw,6 Series,a,1987
280,20,small sport utility vehicle,22,4.0,2.0,awd,gas,25,land rover,i4,a,2019
281,94,subcompact car,96,,,awd,electricity,98,bmw,i4,a,2022
282,79,subcompact car,80,,,awd,electricity,80,bmw,i4,a,2022
283,109,subcompact car,109,,,rwd,electricity,108,bmw,i4,a,2022
284,100,subcompact car,99,,,rwd,electricity,98,bmw,i4,a,2022
285,17,midsize car,20,6.0,3.1,fwd,gas,25,pontiac,iX,a,1993
286,17,midsize car,20,6.0,3.1,fwd,gas,27,pontiac,iX,a,1993
287,15,midsize car,18,6.0,3.4,fwd,gas,24,pontiac,iX,a,1993
288,15,midsize car,18,6.0,3.4,fwd,gas,24,pontiac,iX,m,1993
289,17,midsize car,20,6.0,3.1,fwd,gas,26,pontiac,iX,a,1994
290,26,two seater,27,3.0,1.5,awd,gas,29,bmw,i8 Roadster,a,2019
291,26,two seater,27,3.0,1.5,awd,gas,29,bmw,i8 Roadster,a,2020
292,28,compact car,31,4.0,2.0,rwd,gas,36,bmw,330e,a,2016
293,28,compact car,30,4.0,2.0,rwd,gas,34,bmw,330e,a,2017
294,28,compact car,30,4.0,2.0,rwd,gas,34,bmw,330e,a,2018
295,25,compact car,28,4.0,2.0,rwd,gas,33,bmw,330e,a,2021
296,22,compact car,25,4.0,2.0,awd,gas,30,bmw,330e,a,2021
297,27,compact car,29,4.0,2.0,rwd,gas,31,bmw,530e,a,2018
298,27,compact car,28,4.0,2.0,awd,gas,31,bmw,530e,a,2018
299,27,compact car,29,4.0,2.0,rwd,gas,30,bmw,530e,a,2019
300,27,compact car,28,4.0,2.0,awd,gas,31,bmw,530e,a,2019
301,25,compact car,27,4.0,2.0,rwd,gas,31,bmw,530e,a,2020
302,15,two seater,17,6.0,3.6,rwd,gas,22,porsche,911,a,1994
303,15,two seater,18,6.0,3.6,rwd,gas,23,porsche,911,m,1994
304,14,two seater,16,6.0,3.6,awd,gas,21,porsche,911,m,1994
305,15,minicompact car,17,6.0,3.6,rwd,gas,22,porsche,911,a,1994
306,14,minicompact car,16,6.0,3.6,awd,gas,21,porsche,911,m,1994
307,12,special purpose vehicle,14,8.0,4.5,awd,gas,17,porsche,Cayenne,a,2003
308,12,special purpose vehicle,14,8.0,4.5,awd,gas,17,porsche,Cayenne,a,2003
309,14,sport utility vehicle,15,6.0,3.2,awd,gas,18,porsche,Cayenne,a,2004
310,12,sport utility vehicle,14,8.0,4.5,awd,gas,17,porsche,Cayenne,a,2004
311,12,sport utility vehicle,14,8.0,4.5,awd,gas,17,porsche,Cayenne,a,2004
312,68,large car,69,,,awd,electricity,71,porsche,Taycan,a,2020
313,67,large car,68,,,awd,electricity,68,porsche,Taycan,a,2020
314,68,large car,69,,,awd,electricity,71,porsche,Taycan,a,2020
315,79,large car,79,,,awd,electricity,80,porsche,Taycan,a,2021
316,75,large car,77,,,awd,electricity,81,porsche,Taycan,a,2021
317,16,large car,19,8.0,4.8,rwd,gas,24,porsche,Panamera,a,2010
318,16,large car,19,8.0,4.8,awd,gas,24,porsche,Panamera,a,2010
319,15,large car,18,8.0,4.8,awd,gas,23,porsche,Panamera,a,2010
320,18,large car,21,6.0,3.6,rwd,gas,26,porsche,Panamera,a,2011
321,16,large car,19,8.0,4.8,rwd,gas,24,porsche,Panamera,a,2011
322,17,small sport utility vehicle,19,6.0,3.0,awd,gas,23,porsche,Macan,a,2015
323,17,small sport utility vehicle,19,6.0,3.6,awd,gas,23,porsche,Macan,a,2015
324,17,small sport utility vehicle,19,6.0,3.0,awd,gas,23,porsche,Macan,a,2016
325,17,small sport utility vehicle,19,6.0,3.6,awd,gas,23,porsche,Macan,a,2016
326,17,small sport utility vehicle,19,6.0,3.0,awd,gas,23,porsche,Macan,a,2017
327,20,two seater,22,4.0,2.0,rwd,gas,26,porsche,718 Boxster,m,2021
